job_title,experience_level,salary_in_usd,remote_ratio,company_size,cluster,cluster_label,pca_x,pca_y
DATA ANALYST,MI,90000,0,M,1,Senior ML Engineers,2.4484,-0.3282
DATA ANALYST,MI,75000,0,M,1,Senior ML Engineers,2.4983,-0.2564
RESEARCH SCIENTIST,MI,195895,0,M,2,Cloud & Data Platform,-2.1315,-2.6576
RESEARCH SCIENTIST,MI,102772,0,M,2,Cloud & Data Platform,-1.8218,-2.2115
DATA ENGINEER,SE,240000,0,M,1,Senior ML Engineers,0.6786,-1.1145
DATA ENGINEER,SE,183600,0,M,1,Senior ML Engineers,0.8661,-0.8443
DATA SPECIALIST,MI,130000,0,M,3,Business Intelligence,-1.0188,-0.5411
DATA SPECIALIST,MI,80000,0,M,3,Business Intelligence,-0.8526,-0.3016
DATA ENGINEER,SE,250000,0,M,1,Senior ML Engineers,0.6453,-1.1624
DATA ANALYTICS MANAGER,SE,160000,100,M,2,Cloud & Data Platform,-2.0139,-2.4955
DATA ANALYTICS MANAGER,SE,120000,100,M,2,Cloud & Data Platform,-1.8809,-2.3038
MACHINE LEARNING ENGINEER,SE,289076,0,M,3,Business Intelligence,-2.3449,-0.3332
MACHINE LEARNING ENGINEER,SE,202353,0,M,3,Business Intelligence,-2.0565,0.0823
DATA ANALYST,SE,155000,0,M,1,Senior ML Engineers,2.1521,-0.9614
DATA ENGINEER,SE,200000,0,M,1,Senior ML Engineers,0.8116,-0.9229
DATA SCIENTIST,SE,157750,100,M,0,Entry-Level Analysts,-0.8702,1.245
DATA SCIENTIST,SE,104650,100,M,0,Entry-Level Analysts,-0.6936,1.4994
DATA SCIENTIST,MI,180000,100,M,0,Entry-Level Analysts,-0.864,1.4602
DATA SCIENTIST,MI,140000,100,M,0,Entry-Level Analysts,-0.731,1.6518
DATA SCIENTIST,EX,200000,0,M,0,Entry-Level Analysts,-0.9286,1.3742
DATA SCIENTIST,EX,145000,0,M,0,Entry-Level Analysts,-0.7457,1.6377
LEAD DATA ANALYST,MI,68000,0,L,1,Senior ML Engineers,2.5216,-0.2228
BI DATA ENGINEER,EN,60000,100,M,1,Senior ML Engineers,2.787,0.7709
DATA ENGINEER,MI,125000,0,M,1,Senior ML Engineers,1.1412,-0.2418
DATA ENGINEER,MI,90000,0,M,1,Senior ML Engineers,1.2576,-0.0742
DATA ANALYST,SE,105000,100,M,1,Senior ML Engineers,2.3967,-0.4099
DATA ANALYST,SE,90000,100,M,1,Senior ML Engineers,2.4466,-0.3381
RESEARCH ENGINEER,EN,155000,0,M,2,Cloud & Data Platform,-1.835,-1.8182
RESEARCH ENGINEER,EN,125000,0,M,2,Cloud & Data Platform,-1.7353,-1.6745
MACHINE LEARNING ENGINEER,SE,241000,0,M,3,Business Intelligence,-2.185,-0.1029
MACHINE LEARNING ENGINEER,SE,181000,0,M,3,Business Intelligence,-1.9855,0.1846
DATA SCIENTIST,SE,252000,0,M,0,Entry-Level Analysts,-1.262,0.4816
DATA SCIENTIST,SE,154000,0,M,0,Entry-Level Analysts,-0.9361,0.9511
DATA ARCHITECT,EX,180000,0,M,3,Business Intelligence,-1.1049,-0.459
DATA ARCHITECT,EX,155000,0,M,3,Business Intelligence,-1.0218,-0.3392
DATA SCIENTIST,SE,191765,0,M,0,Entry-Level Analysts,-1.0617,0.7702
DATA SCIENTIST,SE,134236,0,M,0,Entry-Level Analysts,-0.8704,1.0458
DATA ENGINEER,SE,146000,0,M,1,Senior ML Engineers,0.9912,-0.6642
DATA ENGINEER,SE,75000,0,M,1,Senior ML Engineers,1.2273,-0.324
DATA ANALYST,EN,64200,100,M,1,Senior ML Engineers,2.7731,0.7507
DATA ANALYST,EN,56100,100,M,1,Senior ML Engineers,2.8,0.7895
MACHINE LEARNING ENGINEER,SE,170000,0,M,3,Business Intelligence,-1.9489,0.2373
DATA ANALYST,SE,208450,100,M,1,Senior ML Engineers,2.0527,-0.9056
DATA ANALYST,SE,170550,100,M,1,Senior ML Engineers,2.1788,-0.724
MACHINE LEARNING ENGINEER,SE,125000,0,M,3,Business Intelligence,-1.7993,0.4529
MACHINE LEARNING ENGINEER,SE,100000,0,M,3,Business Intelligence,-1.7161,0.5726
DATA MANAGER,MI,135000,0,M,3,Business Intelligence,-1.0355,-0.5651
DATA MANAGER,MI,120000,0,M,3,Business Intelligence,-0.9856,-0.4932
DATA SCIENTIST,SE,200000,100,M,0,Entry-Level Analysts,-1.0107,1.0426
DATA SCIENTIST,SE,170000,100,M,0,Entry-Level Analysts,-0.9109,1.1863
DATA SCIENTIST,SE,171250,0,M,0,Entry-Level Analysts,-0.9935,0.8684
DATA SCIENTIST,SE,113750,0,M,0,Entry-Level Analysts,-0.8023,1.1439
DATA ANALYST,SE,153600,0,M,1,Senior ML Engineers,2.1567,-0.9547
DATA ANALYST,SE,100500,0,M,1,Senior ML Engineers,2.3333,-0.7003
MACHINE LEARNING ENGINEER,SE,115000,100,M,3,Business Intelligence,-1.6876,0.8127
MACHINE LEARNING ENGINEER,SE,95000,100,M,3,Business Intelligence,-1.6211,0.9085
DATA ANALYST,MI,182500,0,M,1,Senior ML Engineers,2.1409,-0.7714
DATA ANALYST,MI,121500,0,M,1,Senior ML Engineers,2.3437,-0.4792
DATA ENGINEER,SE,203100,0,M,1,Senior ML Engineers,0.8013,-0.9377
DATA ENGINEER,SE,114500,0,M,1,Senior ML Engineers,1.0959,-0.5133
DATA ANALYST,MI,72914,0,M,1,Senior ML Engineers,2.5053,-0.2464
DATA ANALYST,MI,54685,0,M,1,Senior ML Engineers,2.5659,-0.159
DATA ENGINEER,EN,92700,100,M,1,Senior ML Engineers,1.4875,0.8683
DATA ENGINEER,EN,61800,100,M,1,Senior ML Engineers,1.5902,1.0163
DATA ENGINEER,SE,130000,100,M,1,Senior ML Engineers,1.1228,-0.2756
DATA SCIENTIST,SE,258000,0,M,0,Entry-Level Analysts,-1.282,0.4528
DATA SCIENTIST,SE,190000,0,M,0,Entry-Level Analysts,-1.0558,0.7786
DATA ARCHITECT,MI,167500,0,M,3,Business Intelligence,-1.1435,-0.7208
DATA ARCHITECT,MI,106500,0,M,3,Business Intelligence,-0.9407,-0.4286
DATA ENGINEER,MI,146000,0,M,1,Senior ML Engineers,1.0714,-0.3424
DATA ENGINEER,MI,75000,0,M,1,Senior ML Engineers,1.3075,-0.0023
DATA ENGINEER,EN,59888,100,L,1,Senior ML Engineers,1.5966,1.0255
DATA ENGINEER,EX,286000,100,M,1,Senior ML Engineers,0.7645,-0.3796
DATA ENGINEER,EX,207000,100,M,1,Senior ML Engineers,1.0272,-0.0011
DATA ANALYST,SE,80000,100,M,1,Senior ML Engineers,2.4799,-0.2901
DATA ENGINEER,SE,223250,0,M,1,Senior ML Engineers,0.7343,-1.0343
DATA ENGINEER,SE,178600,0,M,1,Senior ML Engineers,0.8828,-0.8204
DIRECTOR OF DATA SCIENCE,EX,249300,0,M,3,Business Intelligence,-1.3353,-0.791
MACHINE LEARNING SCIENTIST,MI,230000,0,M,3,Business Intelligence,-2.0682,0.2715
MACHINE LEARNING SCIENTIST,MI,220000,0,M,3,Business Intelligence,-2.035,0.3194
DATA SCIENTIST,SE,297300,100,M,0,Entry-Level Analysts,-1.3342,0.5764
DATA SCIENTIST,SE,198200,100,M,0,Entry-Level Analysts,-1.0047,1.0512
RESEARCH SCIENTIST,MI,210000,100,M,2,Cloud & Data Platform,-2.1,-2.4133
RESEARCH SCIENTIST,MI,151800,100,M,2,Cloud & Data Platform,-1.9065,-2.1344
DATA SCIENTIST,SE,317070,0,M,0,Entry-Level Analysts,-1.4784,0.1698
DATA SCIENTIST,SE,170730,0,M,0,Entry-Level Analysts,-0.9918,0.8709
BUSINESS DATA ANALYST,EN,21461,0,M,1,Senior ML Engineers,2.8368,0.6436
AI DEVELOPER,SE,108000,0,M,3,Business Intelligence,-1.7428,0.5343
AI DEVELOPER,SE,60000,0,M,3,Business Intelligence,-1.5831,0.7643
MLOPS ENGINEER,MI,134000,100,M,3,Business Intelligence,-0.9538,-0.2484
MLOPS ENGINEER,MI,124000,100,M,3,Business Intelligence,-0.9205,-0.2005
DATA ENGINEER,SE,171250,0,M,1,Senior ML Engineers,0.9072,-0.7852
DATA ENGINEER,SE,113750,0,M,1,Senior ML Engineers,1.0984,-0.5097
DATA SCIENTIST,SE,225000,0,M,0,Entry-Level Analysts,-1.1722,0.6109
DATA SCIENTIST,SE,175000,0,M,0,Entry-Level Analysts,-1.006,0.8505
DATA ENGINEER,SE,230000,0,M,1,Senior ML Engineers,0.7118,-1.0666
DATA ENGINEER,SE,124500,0,M,1,Senior ML Engineers,1.0627,-0.5612
DATA ANALYST,SE,175000,0,M,1,Senior ML Engineers,2.0856,-1.0572
DATA ANALYST,SE,148700,0,M,1,Senior ML Engineers,2.173,-0.9312
DATA ANALYST,SE,125600,0,M,1,Senior ML Engineers,2.2498,-0.8205
RESEARCH SCIENTIST,SE,200000,0,M,2,Cloud & Data Platform,-2.2253,-2.999
RESEARCH SCIENTIST,SE,150000,0,M,2,Cloud & Data Platform,-2.0591,-2.7595
RESEARCH ENGINEER,EN,160000,0,M,2,Cloud & Data Platform,-1.8517,-1.8422
RESEARCH ENGINEER,EN,120000,0,M,2,Cloud & Data Platform,-1.7186,-1.6505
DATA ANALYST,SE,185000,100,M,1,Senior ML Engineers,2.1307,-0.7932
DATA ANALYST,SE,120250,100,M,1,Senior ML Engineers,2.346,-0.483
DATA SCIENTIST,SE,183000,100,M,0,Entry-Level Analysts,-0.9542,1.1241
DATA ARCHITECT,SE,170000,100,M,3,Business Intelligence,-1.1537,-0.7426
DATA ARCHITECT,SE,125000,100,M,3,Business Intelligence,-1.0041,-0.527
RESEARCH SCIENTIST,SE,250000,0,M,2,Cloud & Data Platform,-2.3916,-3.2386
MACHINE LEARNING ENGINEER,MI,135000,50,L,3,Business Intelligence,-1.7131,0.8826
MACHINE LEARNING ENGINEER,SE,216000,100,M,3,Business Intelligence,-2.0235,0.3288
MACHINE LEARNING ENGINEER,SE,184000,100,M,3,Business Intelligence,-1.9171,0.4821
DATA ENGINEER,SE,180000,100,M,1,Senior ML Engineers,0.9565,-0.5152
DATA ENGINEER,SE,165000,100,M,1,Senior ML Engineers,1.0064,-0.4433
DATA ENGINEER,MI,143865,0,M,1,Senior ML Engineers,1.0785,-0.3322
DATA ENGINEER,MI,115092,0,M,1,Senior ML Engineers,1.1742,-0.1944
MACHINE LEARNING ENGINEER,MI,130000,0,M,3,Business Intelligence,-1.7357,0.7506
MACHINE LEARNING ENGINEER,MI,90000,0,M,3,Business Intelligence,-1.6027,0.9423
DATA SCIENTIST,SE,173000,100,M,0,Entry-Level Analysts,-0.9209,1.172
DATA SCIENTIST,SE,132000,100,M,0,Entry-Level Analysts,-0.7846,1.3684
DATA ANALYST,SE,208049,0,M,1,Senior ML Engineers,1.9757,-1.2155
DATA ANALYST,SE,128500,0,M,1,Senior ML Engineers,2.2402,-0.8344
DATA ENGINEER,SE,167500,0,M,1,Senior ML Engineers,0.9197,-0.7672
DATA ENGINEER,SE,106500,0,M,1,Senior ML Engineers,1.1225,-0.4749
DATA ENGINEER,MI,149600,0,M,1,Senior ML Engineers,1.0594,-0.3597
DATA ENGINEER,MI,102000,0,M,1,Senior ML Engineers,1.2177,-0.1316
DATA SCIENTIST,EX,100000,0,M,0,Entry-Level Analysts,-0.5961,1.8533
DATA ANALYST,SE,190000,100,M,1,Senior ML Engineers,2.1141,-0.8172
DATA ANALYST,SE,95000,100,M,1,Senior ML Engineers,2.43,-0.362
DATA ANALYST,SE,106800,0,M,1,Senior ML Engineers,2.3124,-0.7305
DATA SCIENTIST,MI,96578,0,M,0,Entry-Level Analysts,-0.665,1.5479
DATA SCIENTIST,MI,80481,0,M,0,Entry-Level Analysts,-0.6114,1.625
DATA ANALYST,MI,128000,0,M,1,Senior ML Engineers,2.3221,-0.5103
DATA ANALYST,MI,85000,0,M,1,Senior ML Engineers,2.4651,-0.3043
DATA ENGINEER,MI,151000,0,M,1,Senior ML Engineers,1.0548,-0.3664
DATA ENGINEER,MI,140000,0,M,1,Senior ML Engineers,1.0913,-0.3137
MACHINE LEARNING SCIENTIST,SE,220000,0,M,3,Business Intelligence,-2.1152,-0.0023
MACHINE LEARNING SCIENTIST,SE,170000,0,M,3,Business Intelligence,-1.9489,0.2373
APPLIED MACHINE LEARNING SCIENTIST,EN,42923,50,M,3,Business Intelligence,-1.2465,1.9672
DATA ENGINEER,SE,160000,100,M,1,Senior ML Engineers,1.023,-0.4193
DATA ENGINEER,SE,145000,100,M,1,Senior ML Engineers,1.0729,-0.3475
DATA ANALYST,MI,154000,0,M,1,Senior ML Engineers,2.2356,-0.6349
DATA ANALYST,MI,143000,0,M,1,Senior ML Engineers,2.2722,-0.5822
DATA SCIENTIST,MI,78990,0,M,0,Entry-Level Analysts,-0.6065,1.6322
DATA SCIENTIST,MI,51039,0,M,0,Entry-Level Analysts,-0.5135,1.7661
DATA SCIENTIST,EN,190000,0,M,0,Entry-Level Analysts,-0.8152,1.7438
DATA SCIENTIST,EN,120000,0,M,0,Entry-Level Analysts,-0.5824,2.0792
DATA SCIENTIST,MI,85066,0,M,0,Entry-Level Analysts,-0.6267,1.6031
DATA SCIENTIST,MI,109371,0,M,0,Entry-Level Analysts,-0.7075,1.4866
DATA SCIENTIST,MI,72914,0,M,0,Entry-Level Analysts,-0.5863,1.6613
DATA ENGINEER,SE,111000,0,M,1,Senior ML Engineers,1.1075,-0.4965
DATA ENGINEER,EX,265000,0,M,1,Senior ML Engineers,0.7559,-0.5909
DATA ENGINEER,EX,235000,0,M,1,Senior ML Engineers,0.8557,-0.4471
DATA SCIENTIST,EN,121093,50,L,0,Entry-Level Analysts,-0.5468,2.2299
DATA SCIENTIST,MI,73546,100,M,0,Entry-Level Analysts,-0.51,1.9702
DATA ENGINEER,MI,75000,100,M,1,Senior ML Engineers,1.3859,0.3096
DATA ENGINEER,MI,60400,100,M,1,Senior ML Engineers,1.4344,0.3796
LEAD DATA SCIENTIST,SE,172309,100,L,0,Entry-Level Analysts,-0.9186,1.1753
DATA SCIENTIST,MI,60093,100,M,0,Entry-Level Analysts,-0.4652,2.0346
DATA ANALYST,MI,83500,100,M,1,Senior ML Engineers,2.5485,0.0148
DATA ANALYST,MI,52500,100,M,1,Senior ML Engineers,2.6515,0.1633
DATA SCIENTIST,SE,201036,0,M,0,Entry-Level Analysts,-1.0925,0.7257
DATA SCIENTIST,SE,134024,0,M,0,Entry-Level Analysts,-0.8697,1.0468
DATA ANALYST,SE,165000,100,M,1,Senior ML Engineers,2.1972,-0.6974
DATA ANALYST,SE,140000,100,M,1,Senior ML Engineers,2.2803,-0.5776
DATA ENGINEER,EN,62000,100,M,1,Senior ML Engineers,1.5896,1.0154
DATA ENGINEER,EN,58000,100,M,1,Senior ML Engineers,1.6029,1.0345
DATA SCIENTIST,SE,172000,0,M,0,Entry-Level Analysts,-0.996,0.8648
DATA SCIENTIST,SE,115000,0,M,0,Entry-Level Analysts,-0.8064,1.1379
DATA ENGINEER,EN,125000,0,M,1,Senior ML Engineers,1.3017,0.4016
DATA ENGINEER,EN,90000,0,M,1,Senior ML Engineers,1.418,0.5693
DATA ENGINEER,SE,163800,0,M,1,Senior ML Engineers,0.932,-0.7495
DATA ENGINEER,SE,126000,0,M,1,Senior ML Engineers,1.0577,-0.5684
DATA ENGINEER,MI,90000,100,M,1,Senior ML Engineers,1.336,0.2378
DATA ENGINEER,SE,139500,0,M,1,Senior ML Engineers,1.0128,-0.633
DATA ENGINEER,SE,109400,0,M,1,Senior ML Engineers,1.1129,-0.4888
DATA ENGINEER,MI,145000,0,M,1,Senior ML Engineers,1.0747,-0.3377
DATA ENGINEER,MI,120000,0,M,1,Senior ML Engineers,1.1578,-0.2179
DATA ENGINEER,SE,205600,0,L,1,Senior ML Engineers,0.793,-0.9497
DATA ENGINEER,SE,105700,0,L,1,Senior ML Engineers,1.1252,-0.4711
DATA SCIENTIST,SE,239748,0,M,0,Entry-Level Analysts,-1.2213,0.5403
DATA SCIENTIST,SE,159832,0,M,0,Entry-Level Analysts,-0.9555,0.9231
DATA SCIENTIST,SE,186300,100,M,0,Entry-Level Analysts,-0.9651,1.1082
DATA SCIENTIST,SE,102500,100,M,0,Entry-Level Analysts,-0.6865,1.5097
DATA SCIENTIST,SE,126000,0,M,0,Entry-Level Analysts,-0.843,1.0852
DATA ARCHITECT,SE,149040,100,M,3,Business Intelligence,-1.084,-0.6422
DATA ARCHITECT,SE,113900,100,M,3,Business Intelligence,-0.9671,-0.4738
DATA ENGINEER,SE,153600,100,M,1,Senior ML Engineers,1.0443,-0.3887
DATA ENGINEER,SE,106800,100,M,1,Senior ML Engineers,1.1999,-0.1645
DATA ENGINEER,SE,172600,100,M,1,Senior ML Engineers,0.9811,-0.4797
DATA ENGINEER,SE,107900,100,M,1,Senior ML Engineers,1.1962,-0.1697
DATA ANALYST,SE,180180,0,M,1,Senior ML Engineers,2.0683,-1.082
DATA ANALYST,SE,106020,0,M,1,Senior ML Engineers,2.3149,-0.7267
DATA ARCHITECT,SE,213120,100,M,3,Business Intelligence,-1.2971,-0.9492
DATA ANALYST,SE,206500,100,M,1,Senior ML Engineers,2.0592,-0.8962
DATA ANALYST,SE,121600,100,M,1,Senior ML Engineers,2.3415,-0.4895
DATA ENGINEER,SE,260000,0,M,1,Senior ML Engineers,0.6121,-1.2104
DATA ENGINEER,SE,225000,0,M,1,Senior ML Engineers,0.7285,-1.0427
DATA ENGINEER,EX,194500,0,M,1,Senior ML Engineers,0.9903,-0.2531
DATA ENGINEER,EX,115500,0,M,1,Senior ML Engineers,1.253,0.1254
CLOUD DATABASE ENGINEER,SE,170000,100,L,4,Research & NLP,-1.2918,-1.9366
APPLIED MACHINE LEARNING SCIENTIST,SE,90000,100,L,3,Business Intelligence,-1.6045,0.9325
DATA ANALYST,EN,95000,100,M,1,Senior ML Engineers,2.6707,0.6032
DATA ANALYST,EN,70000,100,M,1,Senior ML Engineers,2.7538,0.723
DATA ENGINEER,SE,275000,0,M,1,Senior ML Engineers,0.5622,-1.2822
DATA ANALYST,SE,115934,100,M,1,Senior ML Engineers,2.3604,-0.4623
DATA ANALYST,SE,81666,100,M,1,Senior ML Engineers,2.4743,-0.2981
MACHINE LEARNING ENGINEER,SE,150000,100,M,3,Business Intelligence,-1.804,0.645
MACHINE LEARNING ENGINEER,SE,120000,100,M,3,Business Intelligence,-1.7043,0.7887
RESEARCH ENGINEER,SE,200000,0,M,2,Cloud & Data Platform,-2.2253,-2.999
RESEARCH ENGINEER,SE,175000,0,M,2,Cloud & Data Platform,-2.1422,-2.8792
DATA ANALYST,MI,206000,0,M,1,Senior ML Engineers,2.0627,-0.884
DATA ANALYST,MI,130000,0,M,1,Senior ML Engineers,2.3154,-0.5199
DATA ARCHITECT,SE,138000,100,M,3,Business Intelligence,-1.0473,-0.5893
DATA ARCHITECT,SE,92000,100,M,3,Business Intelligence,-0.8943,-0.3689
DATA MANAGER,SE,65000,0,M,3,Business Intelligence,-0.8829,-0.5515
DATA MANAGER,SE,48000,0,M,3,Business Intelligence,-0.8264,-0.47
DATA ANALYST,SE,110000,100,M,1,Senior ML Engineers,2.3801,-0.4339
ANALYTICS ENGINEER,SE,130000,0,M,2,Cloud & Data Platform,-1.9926,-2.6636
ANALYTICS ENGINEER,SE,87000,0,M,2,Cloud & Data Platform,-1.8496,-2.4576
DATA ANALYST,MI,160000,0,M,1,Senior ML Engineers,2.2157,-0.6636
DATA ANALYST,MI,112000,0,M,1,Senior ML Engineers,2.3753,-0.4336
DATA SCIENCE MANAGER,SE,299500,0,M,3,Business Intelligence,-1.6627,-1.675
DATA SCIENCE MANAGER,SE,245100,0,M,3,Business Intelligence,-1.4818,-1.4143
DATA SCIENTIST,MI,145000,0,M,0,Entry-Level Analysts,-0.826,1.3159
DATA SCIENTIST,MI,100000,0,M,0,Entry-Level Analysts,-0.6763,1.5315
DATA ENGINEER,SE,147100,0,M,1,Senior ML Engineers,0.9875,-0.6694
DATA ENGINEER,EN,115100,0,M,1,Senior ML Engineers,1.3346,0.4491
DATA ENGINEER,EN,73900,0,M,1,Senior ML Engineers,1.4716,0.6464
DATA ENGINEER,SE,168400,0,M,1,Senior ML Engineers,0.9167,-0.7715
DATA ENGINEER,SE,105200,0,M,1,Senior ML Engineers,1.1268,-0.4687
DATA ANALYST,MI,100000,0,M,1,Senior ML Engineers,2.4152,-0.3761
DATA ENGINEER,MI,85066,100,M,1,Senior ML Engineers,1.3524,0.2614
DATA ENGINEER,MI,57723,100,M,1,Senior ML Engineers,1.4433,0.3924
DATA ENGINEER,MI,95000,0,M,1,Senior ML Engineers,1.241,-0.0981
FINANCIAL DATA ANALYST,MI,130000,100,L,1,Senior ML Engineers,2.3938,-0.208
DATA SCIENTIST,SE,205000,0,M,0,Entry-Level Analysts,-1.1057,0.7067
RESEARCH SCIENTIST,SE,141288,0,M,2,Cloud & Data Platform,-2.0301,-2.7177
RESEARCH SCIENTIST,SE,94192,0,M,2,Cloud & Data Platform,-1.8735,-2.4921
DATA INFRASTRUCTURE ENGINEER,SE,184000,100,M,3,Business Intelligence,-1.2002,-0.8097
DATA INFRASTRUCTURE ENGINEER,SE,143000,100,M,3,Business Intelligence,-1.0639,-0.6132
DATA ANALYST,SE,55000,0,M,1,Senior ML Engineers,2.4846,-0.4823
ANALYTICS ENGINEER,SE,275300,100,M,2,Cloud & Data Platform,-2.3974,-3.0479
ANALYTICS ENGINEER,SE,183500,100,M,2,Cloud & Data Platform,-2.0921,-2.608
DATA ANALYST,MI,75000,100,M,1,Senior ML Engineers,2.5767,0.0555
DATA ANALYST,MI,65000,100,M,1,Senior ML Engineers,2.61,0.1035
ML ENGINEER,MI,160000,0,M,0,Entry-Level Analysts,-0.8759,1.2441
ML ENGINEER,MI,147000,0,M,0,Entry-Level Analysts,-0.8326,1.3064
SOFTWARE DATA ENGINEER,MI,75020,100,L,1,Senior ML Engineers,1.3858,0.3095
DATA SCIENTIST,MI,17022,100,L,0,Entry-Level Analysts,-0.322,2.241
AI PROGRAMMER,EN,70000,0,L,3,Business Intelligence,-1.3757,1.6816
AI DEVELOPER,EN,80000,50,M,3,Business Intelligence,-1.3698,1.7896
LEAD DATA ANALYST,MI,18238,50,L,1,Senior ML Engineers,2.7263,0.1715
MACHINE LEARNING ENGINEER,MI,150000,0,M,3,Business Intelligence,-1.8022,0.6548
DATA ENGINEER,EX,210914,100,M,1,Senior ML Engineers,1.0141,-0.0198
DATA ENGINEER,EX,116704,100,M,1,Senior ML Engineers,1.3274,0.4315
RESEARCH SCIENTIST,EN,150000,0,M,2,Cloud & Data Platform,-1.8184,-1.7943
RESEARCH SCIENTIST,EN,100000,0,M,2,Cloud & Data Platform,-1.6521,-1.5547
DATA ANALYST,EN,60000,100,M,1,Senior ML Engineers,2.787,0.7709
ANALYTICS ENGINEER,MI,185700,0,M,2,Cloud & Data Platform,-2.0976,-2.6088
ANALYTICS ENGINEER,MI,165000,0,M,2,Cloud & Data Platform,-2.0287,-2.5096
DATA ANALYST,SE,169000,0,M,1,Senior ML Engineers,2.1055,-1.0285
DATA ANALYST,SE,110600,0,M,1,Senior ML Engineers,2.2997,-0.7487
DATA OPERATIONS ENGINEER,SE,193000,100,M,3,Business Intelligence,-1.2302,-0.8528
DATA OPERATIONS ENGINEER,SE,136850,100,M,3,Business Intelligence,-1.0435,-0.5838
MACHINE LEARNING ENGINEER,SE,139500,0,M,3,Business Intelligence,-1.8475,0.3834
MACHINE LEARNING ENGINEER,SE,109400,0,M,3,Business Intelligence,-1.7474,0.5276
DATA ENGINEER,SE,276000,100,M,1,Senior ML Engineers,0.6373,-0.9751
DATA ENGINEER,SE,178500,100,M,1,Senior ML Engineers,0.9615,-0.508
DATA SCIENTIST,MI,59020,0,M,0,Entry-Level Analysts,-0.5401,1.7279
DATA SCIENTIST,MI,48289,0,M,0,Entry-Level Analysts,-0.5044,1.7793
DATA ENGINEER,MI,75116,100,M,1,Senior ML Engineers,1.3855,0.3091
DATA ENGINEER,MI,48289,100,M,1,Senior ML Engineers,1.4747,0.4376
MACHINE LEARNING ENGINEER,SE,195652,0,M,3,Business Intelligence,-2.0342,0.1144
MACHINE LEARNING ENGINEER,SE,101228,0,M,3,Business Intelligence,-1.7202,0.5668
DATA ENGINEER,SE,136956,0,M,1,Senior ML Engineers,1.0212,-0.6208
DATA ENGINEER,SE,101228,0,M,1,Senior ML Engineers,1.14,-0.4497
BI DEVELOPER,SE,130000,100,L,3,Business Intelligence,0.1702,-0.805
DATA SCIENCE LEAD,MI,150000,100,M,3,Business Intelligence,-1.007,-0.3251
ML ENGINEER,SE,260000,100,M,0,Entry-Level Analysts,-1.2102,0.7551
ML ENGINEER,SE,110000,100,M,0,Entry-Level Analysts,-0.7114,1.4738
ANALYTICS ENGINEER,SE,170000,100,M,2,Cloud & Data Platform,-2.0472,-2.5434
ANALYTICS ENGINEER,SE,130000,100,M,2,Cloud & Data Platform,-1.9142,-2.3517
MACHINE LEARNING ENGINEER,SE,163800,0,M,3,Business Intelligence,-1.9283,0.267
MACHINE LEARNING ENGINEER,SE,126000,0,M,3,Business Intelligence,-1.8026,0.4481
DATA SCIENTIST,MI,128750,0,M,0,Entry-Level Analysts,-0.7719,1.3938
DATA SCIENTIST,MI,106250,0,M,0,Entry-Level Analysts,-0.6971,1.5016
DATA ENGINEER,EX,167500,0,M,1,Senior ML Engineers,1.0801,-0.1237
DATA ENGINEER,EX,106500,0,M,1,Senior ML Engineers,1.283,0.1685
DATA ARCHITECT,SE,188500,100,M,3,Business Intelligence,-1.2152,-0.8312
DATA ARCHITECT,SE,117000,100,M,3,Business Intelligence,-0.9775,-0.4887
DATA ANALYST,SE,250000,100,M,1,Senior ML Engineers,1.9146,-1.1046
DATA ANALYST,SE,138000,100,M,1,Senior ML Engineers,2.287,-0.568
DATA ANALYST,MI,130000,100,M,1,Senior ML Engineers,2.3938,-0.208
DATA ANALYST,MI,100000,100,M,1,Senior ML Engineers,2.4936,-0.0642
DEEP LEARNING RESEARCHER,SE,123405,0,L,2,Cloud & Data Platform,-1.9706,-2.632
BI ANALYST,SE,160000,0,M,1,Senior ML Engineers,2.1354,-0.9853
BI ANALYST,SE,135000,0,M,1,Senior ML Engineers,2.2186,-0.8656
DATA SCIENCE MANAGER,MI,104500,0,M,3,Business Intelligence,-0.9341,-0.419
DATA SCIENCE MANAGER,MI,70000,0,M,3,Business Intelligence,-0.8193,-0.2537
DATA SCIENCE CONSULTANT,MI,90000,0,M,3,Business Intelligence,-0.8858,-0.3495
DATA SCIENCE CONSULTANT,MI,70000,0,M,3,Business Intelligence,-0.8193,-0.2537
RESEARCH SCIENTIST,MI,185000,100,M,2,Cloud & Data Platform,-2.0169,-2.2935
RESEARCH SCIENTIST,MI,125000,100,M,2,Cloud & Data Platform,-1.8173,-2.006
DATA ANALYST,SE,127000,100,M,1,Senior ML Engineers,2.3236,-0.5153
DATA ANALYST,SE,94000,100,M,1,Senior ML Engineers,2.4333,-0.3572
DATA SCIENTIST,SE,210550,0,M,0,Entry-Level Analysts,-1.1242,0.6802
DATA SCIENTIST,SE,153300,0,M,0,Entry-Level Analysts,-0.9338,0.9544
DATA SCIENTIST,MI,200000,100,M,0,Entry-Level Analysts,-0.9305,1.3643
DATA SCIENTIST,MI,150000,100,M,0,Entry-Level Analysts,-0.7642,1.6039
DATA ANALYST,SE,161500,100,M,1,Senior ML Engineers,2.2089,-0.6806
DATA ANALYST,SE,119500,100,M,1,Senior ML Engineers,2.3485,-0.4794
DATA SCIENTIST,SE,148750,0,M,0,Entry-Level Analysts,-0.9187,0.9762
DATA ANALYTICS SPECIALIST,SE,105000,0,M,2,Cloud & Data Platform,-1.9094,-2.5439
