work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,skill_python,skill_sql,skill_ml,skill_cloud,skill_viz,skill_nlp,skill_stats,experience_level_enc,employment_type_enc,company_size_enc,company_location_enc,employee_residence_enc,job_title_clean,job_title_enc
2023,SE,FT,RESEARCH ENGINEER,175000,USD,175000,US,0,US,M,0,0,0,0,0,0,1,3,2,1,68,73,RESEARCH ENGINEER,49
2023,MI,FT,DATA ANALYST,206000,USD,206000,US,0,US,M,1,1,0,0,1,0,0,2,2,1,68,73,DATA ANALYST,15
2023,MI,FT,DATA ANALYST,130000,USD,130000,US,0,US,M,1,1,0,0,1,0,0,2,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA ARCHITECT,138000,USD,138000,GB,100,GB,M,0,0,0,0,0,0,0,3,2,1,27,29,DATA ARCHITECT,18
2023,SE,FT,DATA ARCHITECT,92000,USD,92000,GB,100,GB,M,0,0,0,0,0,0,0,3,2,1,27,29,DATA ARCHITECT,18
2023,SE,FT,DATA MANAGER,65000,USD,65000,CO,0,CO,M,0,0,0,0,0,0,0,3,2,1,16,16,DATA MANAGER,21
2023,SE,FT,DATA MANAGER,48000,USD,48000,CO,0,CO,M,0,0,0,0,0,0,0,3,2,1,16,16,DATA MANAGER,21
2023,SE,FT,DATA ANALYST,110000,USD,110000,US,100,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,ANALYTICS ENGINEER,130000,USD,130000,US,0,US,M,0,0,0,0,0,0,1,3,2,1,68,73,ANALYTICS ENGINEER,2
2023,SE,FT,ANALYTICS ENGINEER,87000,USD,87000,US,0,US,M,0,0,0,0,0,0,1,3,2,1,68,73,ANALYTICS ENGINEER,2
2023,MI,FT,DATA ANALYST,160000,USD,160000,US,0,US,M,1,1,0,0,1,0,0,2,2,1,68,73,DATA ANALYST,15
2023,MI,FT,DATA ANALYST,112000,USD,112000,US,0,US,M,1,1,0,0,1,0,0,2,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA SCIENCE MANAGER,299500,USD,299500,US,0,US,M,0,0,0,0,0,0,0,3,2,1,68,73,DATA SCIENCE MANAGER,27
2023,SE,FT,DATA SCIENCE MANAGER,245100,USD,245100,US,0,US,M,0,0,0,0,0,0,0,3,2,1,68,73,DATA SCIENCE MANAGER,27
2023,MI,FT,DATA SCIENTIST,145000,USD,145000,US,0,US,M,1,0,1,0,0,0,0,2,2,1,68,73,DATA SCIENTIST,28
2023,MI,FT,DATA SCIENTIST,100000,USD,100000,US,0,US,M,1,0,1,0,0,0,0,2,2,1,68,73,DATA SCIENTIST,28
2023,SE,FT,DATA ENGINEER,147100,USD,147100,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,EN,FT,DATA ENGINEER,115100,USD,115100,US,0,US,M,1,1,0,0,0,0,0,0,2,1,68,73,DATA ENGINEER,19
2023,EN,FT,DATA ENGINEER,73900,USD,73900,US,0,US,M,1,1,0,0,0,0,0,0,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,168400,USD,168400,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,105200,USD,105200,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,MI,FT,DATA ANALYST,100000,USD,100000,US,0,US,M,1,1,0,0,1,0,0,2,2,1,68,73,DATA ANALYST,15
2023,MI,FT,DATA ENGINEER,70000,GBP,85066,GB,100,GB,M,1,1,0,0,0,0,0,2,2,1,27,29,DATA ENGINEER,19
2023,MI,FT,DATA ENGINEER,47500,GBP,57723,GB,100,GB,M,1,1,0,0,0,0,0,2,2,1,27,29,DATA ENGINEER,19
2023,MI,FT,DATA ENGINEER,95000,USD,95000,US,0,US,M,1,1,0,0,0,0,0,2,2,1,68,73,DATA ENGINEER,19
2023,MI,FT,FINANCIAL DATA ANALYST,130000,USD,130000,US,100,US,L,1,1,0,0,1,0,0,2,2,0,68,73,OTHER,47
2023,SE,FT,DATA SCIENTIST,205000,USD,205000,US,0,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,SE,FT,RESEARCH SCIENTIST,141288,USD,141288,US,0,US,M,0,0,0,0,0,0,1,3,2,1,68,73,RESEARCH SCIENTIST,50
2023,SE,FT,RESEARCH SCIENTIST,94192,USD,94192,US,0,US,M,0,0,0,0,0,0,1,3,2,1,68,73,RESEARCH SCIENTIST,50
2023,SE,FT,DATA INFRASTRUCTURE ENGINEER,184000,USD,184000,US,100,US,M,0,0,0,0,0,0,0,3,2,1,68,73,DATA INFRASTRUCTURE ENGINEER,20
2023,SE,FT,DATA INFRASTRUCTURE ENGINEER,143000,USD,143000,US,100,US,M,0,0,0,0,0,0,0,3,2,1,68,73,DATA INFRASTRUCTURE ENGINEER,20
2023,SE,FT,DATA ANALYST,55000,USD,55000,US,0,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,ANALYTICS ENGINEER,275300,USD,275300,US,100,US,M,0,0,0,0,0,0,1,3,2,1,68,73,ANALYTICS ENGINEER,2
2023,SE,FT,ANALYTICS ENGINEER,183500,USD,183500,US,100,US,M,0,0,0,0,0,0,1,3,2,1,68,73,ANALYTICS ENGINEER,2
2023,MI,FT,DATA ANALYST,75000,USD,75000,US,100,US,M,1,1,0,0,1,0,0,2,2,1,68,73,DATA ANALYST,15
2023,MI,FT,DATA ANALYST,65000,USD,65000,US,100,US,M,1,1,0,0,1,0,0,2,2,1,68,73,DATA ANALYST,15
2023,MI,FT,ML ENGINEER,160000,USD,160000,US,0,US,M,1,0,1,0,0,0,0,2,2,1,68,73,ML ENGINEER,44
2023,MI,FT,ML ENGINEER,147000,USD,147000,US,0,US,M,1,0,1,0,0,0,0,2,2,1,68,73,ML ENGINEER,44
2023,MI,FT,SOFTWARE DATA ENGINEER,100000,SGD,75020,SG,100,SG,L,1,1,0,0,0,0,0,2,2,0,62,66,OTHER,47
2023,MI,FT,DATA SCIENTIST,1400000,INR,17022,IN,100,IN,L,1,0,1,0,0,0,0,2,2,0,37,38,DATA SCIENTIST,28
2023,EN,FT,AI PROGRAMMER,70000,USD,70000,IN,0,AU,L,0,0,1,0,0,0,0,0,2,0,6,38,OTHER,47
2023,EN,FT,AI DEVELOPER,80000,USD,80000,SE,50,SE,M,0,0,1,0,0,0,0,0,2,1,61,65,AI DEVELOPER,0
2023,MI,FT,LEAD DATA ANALYST,1500000,INR,18238,IN,50,IN,L,1,1,0,0,1,0,0,2,2,0,37,38,LEAD DATA ANALYST,35
2023,MI,FT,MACHINE LEARNING ENGINEER,150000,USD,150000,US,0,US,M,0,0,1,0,0,0,0,2,2,1,68,73,MACHINE LEARNING ENGINEER,39
2023,EX,FT,DATA ENGINEER,210914,USD,210914,US,100,US,M,1,1,0,0,0,0,0,1,2,1,68,73,DATA ENGINEER,19
2023,EX,FT,DATA ENGINEER,116704,USD,116704,US,100,US,M,1,1,0,0,0,0,0,1,2,1,68,73,DATA ENGINEER,19
2023,EN,FT,RESEARCH SCIENTIST,150000,USD,150000,US,0,US,M,0,0,0,0,0,0,1,0,2,1,68,73,RESEARCH SCIENTIST,50
2023,EN,FT,RESEARCH SCIENTIST,100000,USD,100000,US,0,US,M,0,0,0,0,0,0,1,0,2,1,68,73,RESEARCH SCIENTIST,50
2023,EN,FT,DATA ANALYST,60000,USD,60000,US,100,US,M,1,1,0,0,1,0,0,0,2,1,68,73,DATA ANALYST,15
2023,MI,FT,ANALYTICS ENGINEER,185700,USD,185700,US,0,US,M,0,0,0,0,0,0,1,2,2,1,68,73,ANALYTICS ENGINEER,2
2023,MI,FT,ANALYTICS ENGINEER,165000,USD,165000,US,0,US,M,0,0,0,0,0,0,1,2,2,1,68,73,ANALYTICS ENGINEER,2
2023,SE,FT,DATA ANALYST,169000,USD,169000,US,0,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA ANALYST,110600,USD,110600,US,0,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA OPERATIONS ENGINEER,193000,USD,193000,US,100,US,M,0,0,0,0,0,0,0,3,2,1,68,73,DATA OPERATIONS ENGINEER,22
2023,SE,FT,DATA OPERATIONS ENGINEER,136850,USD,136850,US,100,US,M,0,0,0,0,0,0,0,3,2,1,68,73,DATA OPERATIONS ENGINEER,22
2023,SE,FT,MACHINE LEARNING ENGINEER,139500,USD,139500,US,0,US,M,0,0,1,0,0,0,0,3,2,1,68,73,MACHINE LEARNING ENGINEER,39
2023,SE,FT,MACHINE LEARNING ENGINEER,109400,USD,109400,US,0,US,M,0,0,1,0,0,0,0,3,2,1,68,73,MACHINE LEARNING ENGINEER,39
2023,SE,FT,DATA ENGINEER,276000,USD,276000,US,100,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,178500,USD,178500,US,100,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,MI,FT,DATA SCIENTIST,55000,EUR,59020,ES,0,ES,M,1,0,1,0,0,0,0,2,2,1,24,26,DATA SCIENTIST,28
2023,MI,FT,DATA SCIENTIST,45000,EUR,48289,ES,0,ES,M,1,0,1,0,0,0,0,2,2,1,24,26,DATA SCIENTIST,28
2023,MI,FT,DATA ENGINEER,70000,EUR,75116,SI,100,SI,M,1,1,0,0,0,0,0,2,2,1,63,67,DATA ENGINEER,19
2023,MI,FT,DATA ENGINEER,45000,EUR,48289,SI,100,SI,M,1,1,0,0,0,0,0,2,2,1,63,67,DATA ENGINEER,19
2023,SE,FT,MACHINE LEARNING ENGINEER,161000,GBP,195652,GB,0,GB,M,0,0,1,0,0,0,0,3,2,1,27,29,MACHINE LEARNING ENGINEER,39
2023,SE,FT,MACHINE LEARNING ENGINEER,83300,GBP,101228,GB,0,GB,M,0,0,1,0,0,0,0,3,2,1,27,29,MACHINE LEARNING ENGINEER,39
2023,SE,FT,DATA ENGINEER,112700,GBP,136956,GB,0,GB,M,1,1,0,0,0,0,0,3,2,1,27,29,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,83300,GBP,101228,GB,0,GB,M,1,1,0,0,0,0,0,3,2,1,27,29,DATA ENGINEER,19
2022,SE,FT,BI DEVELOPER,130000,USD,130000,US,100,US,L,0,0,0,0,1,0,0,3,2,0,68,73,BI DEVELOPER,8
2021,MI,FT,DATA SCIENCE LEAD,150000,USD,150000,US,100,US,M,0,0,0,0,0,0,0,2,2,1,68,73,DATA SCIENCE LEAD,26
2023,SE,FT,ML ENGINEER,260000,USD,260000,CA,100,CA,M,1,0,1,0,0,0,0,3,2,1,11,11,ML ENGINEER,44
2023,SE,FT,ML ENGINEER,110000,USD,110000,CA,100,CA,M,1,0,1,0,0,0,0,3,2,1,11,11,ML ENGINEER,44
2023,SE,FT,ANALYTICS ENGINEER,170000,USD,170000,US,100,US,M,0,0,0,0,0,0,1,3,2,1,68,73,ANALYTICS ENGINEER,2
2023,SE,FT,ANALYTICS ENGINEER,130000,USD,130000,US,100,US,M,0,0,0,0,0,0,1,3,2,1,68,73,ANALYTICS ENGINEER,2
2023,SE,FT,MACHINE LEARNING ENGINEER,163800,USD,163800,US,0,US,M,0,0,1,0,0,0,0,3,2,1,68,73,MACHINE LEARNING ENGINEER,39
2023,SE,FT,MACHINE LEARNING ENGINEER,126000,USD,126000,US,0,US,M,0,0,1,0,0,0,0,3,2,1,68,73,MACHINE LEARNING ENGINEER,39
2023,MI,FT,DATA SCIENTIST,128750,USD,128750,US,0,US,M,1,0,1,0,0,0,0,2,2,1,68,73,DATA SCIENTIST,28
2023,MI,FT,DATA SCIENTIST,106250,USD,106250,US,0,US,M,1,0,1,0,0,0,0,2,2,1,68,73,DATA SCIENTIST,28
2023,EX,FT,DATA ENGINEER,167500,USD,167500,US,0,US,M,1,1,0,0,0,0,0,1,2,1,68,73,DATA ENGINEER,19
2023,EX,FT,DATA ENGINEER,106500,USD,106500,US,0,US,M,1,1,0,0,0,0,0,1,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ARCHITECT,188500,USD,188500,US,100,US,M,0,0,0,0,0,0,0,3,2,1,68,73,DATA ARCHITECT,18
2023,SE,FT,DATA ARCHITECT,117000,USD,117000,US,100,US,M,0,0,0,0,0,0,0,3,2,1,68,73,DATA ARCHITECT,18
2023,SE,FT,DATA ANALYST,250000,USD,250000,US,100,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA ANALYST,138000,USD,138000,US,100,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,MI,FT,DATA ANALYST,130000,USD,130000,CA,100,CA,M,1,1,0,0,1,0,0,2,2,1,11,11,DATA ANALYST,15
2023,MI,FT,DATA ANALYST,100000,USD,100000,CA,100,CA,M,1,1,0,0,1,0,0,2,2,1,11,11,DATA ANALYST,15
2023,SE,FT,DEEP LEARNING RESEARCHER,115000,EUR,123405,DE,0,DE,L,0,0,0,0,0,0,1,3,2,0,19,20,OTHER,47
2023,SE,FT,BI ANALYST,160000,USD,160000,US,0,US,M,1,1,0,0,1,0,0,3,2,1,68,73,BI ANALYST,6
2023,SE,FT,BI ANALYST,135000,USD,135000,US,0,US,M,1,1,0,0,1,0,0,3,2,1,68,73,BI ANALYST,6
2023,MI,FT,DATA SCIENCE MANAGER,104500,USD,104500,US,0,US,M,0,0,0,0,0,0,0,2,2,1,68,73,DATA SCIENCE MANAGER,27
2023,MI,FT,DATA SCIENCE MANAGER,70000,USD,70000,US,0,US,M,0,0,0,0,0,0,0,2,2,1,68,73,DATA SCIENCE MANAGER,27
2023,MI,FT,DATA SCIENCE CONSULTANT,90000,USD,90000,US,0,US,M,0,0,0,0,0,0,0,2,2,1,68,73,DATA SCIENCE CONSULTANT,24
2023,MI,FT,DATA SCIENCE CONSULTANT,70000,USD,70000,US,0,US,M,0,0,0,0,0,0,0,2,2,1,68,73,DATA SCIENCE CONSULTANT,24
2023,MI,FT,RESEARCH SCIENTIST,185000,USD,185000,US,100,US,M,0,0,0,0,0,0,1,2,2,1,68,73,RESEARCH SCIENTIST,50
2023,MI,FT,RESEARCH SCIENTIST,125000,USD,125000,US,100,US,M,0,0,0,0,0,0,1,2,2,1,68,73,RESEARCH SCIENTIST,50
2023,SE,FT,DATA ANALYST,127000,USD,127000,US,100,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA ANALYST,94000,USD,94000,US,100,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA SCIENTIST,210550,USD,210550,US,0,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,SE,FT,DATA SCIENTIST,153300,USD,153300,US,0,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,MI,FT,DATA SCIENTIST,200000,USD,200000,US,100,US,M,1,0,1,0,0,0,0,2,2,1,68,73,DATA SCIENTIST,28
2023,MI,FT,DATA SCIENTIST,150000,USD,150000,US,100,US,M,1,0,1,0,0,0,0,2,2,1,68,73,DATA SCIENTIST,28
2023,SE,FT,DATA ANALYST,161500,USD,161500,US,100,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA ANALYST,119500,USD,119500,US,100,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA SCIENTIST,148750,USD,148750,US,0,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,SE,FT,DATA ANALYTICS SPECIALIST,105000,USD,105000,US,0,US,M,0,0,0,0,0,0,1,3,2,1,68,73,OTHER,47
2023,SE,FT,DATA ANALYTICS SPECIALIST,85000,USD,85000,US,0,US,M,0,0,0,0,0,0,1,3,2,1,68,73,OTHER,47
2023,SE,FT,RESEARCH SCIENTIST,215000,USD,215000,US,0,US,M,0,0,0,0,0,0,1,3,2,1,68,73,RESEARCH SCIENTIST,50
2023,SE,FT,RESEARCH SCIENTIST,146300,USD,146300,US,0,US,M,0,0,0,0,0,0,1,3,2,1,68,73,RESEARCH SCIENTIST,50
2023,EN,FT,AI DEVELOPER,200000,EUR,214618,DE,100,DE,L,0,0,1,0,0,0,0,0,2,0,19,20,AI DEVELOPER,0
2023,MI,FT,DATA ENGINEER,72000,USD,72000,MX,100,MX,M,1,1,0,0,0,0,0,2,2,1,49,52,DATA ENGINEER,19
2023,MI,FT,DATA ENGINEER,60000,USD,60000,MX,100,MX,M,1,1,0,0,0,0,0,2,2,1,49,52,DATA ENGINEER,19
2023,SE,FT,MACHINE LEARNING ENGINEER,153400,USD,153400,US,0,US,M,0,0,1,0,0,0,0,3,2,1,68,73,MACHINE LEARNING ENGINEER,39
2023,SE,FT,MACHINE LEARNING ENGINEER,122700,USD,122700,US,0,US,M,0,0,1,0,0,0,0,3,2,1,68,73,MACHINE LEARNING ENGINEER,39
2023,MI,FT,DATA ENGINEER,260000,USD,260000,US,0,US,M,1,1,0,0,0,0,0,2,2,1,68,73,DATA ENGINEER,19
2023,MI,FT,DATA ENGINEER,175000,USD,175000,US,0,US,M,1,1,0,0,0,0,0,2,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA SCIENTIST,123900,USD,123900,US,100,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,MI,FT,RESEARCH SCIENTIST,150000,USD,150000,US,100,US,M,0,0,0,0,0,0,1,2,2,1,68,73,RESEARCH SCIENTIST,50
2023,MI,FT,DATA ENGINEER,250000,USD,250000,US,0,US,M,1,1,0,0,0,0,0,2,2,1,68,73,DATA ENGINEER,19
2023,MI,FT,DATA SCIENTIST,60000,EUR,64385,FR,50,FR,M,1,0,1,0,0,0,0,2,2,1,26,28,DATA SCIENTIST,28
2023,SE,FT,DATA ANALYST,185900,USD,185900,US,0,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA ANALYST,121700,USD,121700,US,0,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FL,SOFTWARE DATA ENGINEER,50000,USD,50000,NG,50,AU,M,1,1,0,0,0,0,0,3,1,1,6,54,OTHER,47
2023,EN,FT,DATA ANALYST,100000,USD,100000,UZ,100,US,L,1,1,0,0,1,0,0,0,2,0,68,74,DATA ANALYST,15
2023,EX,FT,DATA ENGINEER,310000,USD,310000,US,100,US,M,1,1,0,0,0,0,0,1,2,1,68,73,DATA ENGINEER,19
2023,EX,FT,DATA ENGINEER,239000,USD,239000,US,100,US,M,1,1,0,0,0,0,0,1,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ANALYST,125000,USD,125000,US,0,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA ANALYST,110000,USD,110000,US,0,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,EN,FT,DATA ANALYST,150000,USD,150000,US,0,US,M,1,1,0,0,1,0,0,0,2,1,68,73,DATA ANALYST,15
2023,EN,FT,DATA ANALYST,100000,USD,100000,US,0,US,M,1,1,0,0,1,0,0,0,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA SCIENTIST,149076,USD,149076,US,0,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,SE,FT,DATA SCIENTIST,82365,USD,82365,US,0,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,MI,FT,DATA ANALYST,80000,GBP,97218,GB,0,GB,M,1,1,0,0,1,0,0,2,2,1,27,29,DATA ANALYST,15
2023,MI,FT,DATA ANALYST,40000,GBP,48609,GB,0,GB,M,1,1,0,0,1,0,0,2,2,1,27,29,DATA ANALYST,15
2023,SE,FT,DATA ANALYST,95000,USD,95000,US,0,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA ANALYST,85500,USD,85500,US,0,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,MI,FT,DATA SCIENTIST,97750,USD,97750,US,100,US,M,1,0,1,0,0,0,0,2,2,1,68,73,DATA SCIENTIST,28
2023,SE,FT,DATA SCIENTIST,201000,USD,201000,US,0,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,SE,FT,DATA SCIENTIST,122000,USD,122000,US,0,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,MI,FT,DATA SCIENTIST,116990,USD,116990,US,100,US,M,1,0,1,0,0,0,0,2,2,1,68,73,DATA SCIENTIST,28
2023,MI,FT,DATA SCIENTIST,82920,USD,82920,US,100,US,M,1,0,1,0,0,0,0,2,2,1,68,73,DATA SCIENTIST,28
2023,MI,FT,MACHINE LEARNING SCIENTIST,200000,USD,200000,US,0,US,S,0,0,1,0,0,0,0,2,2,2,68,73,MACHINE LEARNING SCIENTIST,42
2023,MI,FT,MACHINE LEARNING SCIENTIST,125000,USD,125000,US,0,US,S,0,0,1,0,0,0,0,2,2,2,68,73,MACHINE LEARNING SCIENTIST,42
2023,SE,FT,MACHINE LEARNING ENGINEER,204500,USD,204500,US,0,US,M,0,0,1,0,0,0,0,3,2,1,68,73,MACHINE LEARNING ENGINEER,39
2023,SE,FT,MACHINE LEARNING ENGINEER,142200,USD,142200,US,0,US,M,0,0,1,0,0,0,0,3,2,1,68,73,MACHINE LEARNING ENGINEER,39
2023,SE,FT,DATA MANAGER,155000,USD,155000,US,0,US,M,0,0,0,0,0,0,0,3,2,1,68,73,DATA MANAGER,21
2023,SE,FT,DATA MANAGER,140000,USD,140000,US,0,US,M,0,0,0,0,0,0,0,3,2,1,68,73,DATA MANAGER,21
2023,MI,FT,MACHINE LEARNING INFRASTRUCTURE ENGINEER,205920,USD,205920,US,0,US,M,0,0,1,0,0,0,0,2,2,1,68,73,MACHINE LEARNING INFRASTRUCTURE ENGINEER,40
2023,MI,FT,MACHINE LEARNING INFRASTRUCTURE ENGINEER,171600,USD,171600,US,0,US,M,0,0,1,0,0,0,0,2,2,1,68,73,MACHINE LEARNING INFRASTRUCTURE ENGINEER,40
2023,SE,FT,DATA ENGINEER,121500,USD,121500,US,100,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,78000,USD,78000,US,100,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,MI,FT,DATA ENGINEER,154000,USD,154000,US,0,US,M,1,1,0,0,0,0,0,2,2,1,68,73,DATA ENGINEER,19
2023,MI,FT,DATA ENGINEER,116000,USD,116000,US,0,US,M,1,1,0,0,0,0,0,2,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA SCIENTIST,136000,USD,136000,US,0,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,MI,FT,DATA ANALYST,65000,GBP,78990,GB,100,GB,M,1,1,0,0,1,0,0,2,2,1,27,29,DATA ANALYST,15
2023,MI,FT,DATA ANALYST,36050,GBP,43809,GB,100,GB,M,1,1,0,0,1,0,0,2,2,1,27,29,DATA ANALYST,15
2023,SE,FT,DATA ANALYST,180000,USD,180000,US,0,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA ENGINEER,170000,USD,170000,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,154000,USD,154000,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,116000,USD,116000,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,MI,FT,DATA ENGINEER,200000,USD,200000,US,0,US,M,1,1,0,0,0,0,0,2,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA SCIENTIST,160000,USD,160000,US,100,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,MI,FT,DATA ENGINEER,105000,GBP,127599,GB,0,GB,M,1,1,0,0,0,0,0,2,2,1,27,29,DATA ENGINEER,19
2023,MI,FT,DATA ENGINEER,85000,GBP,103294,GB,0,GB,M,1,1,0,0,0,0,0,2,2,1,27,29,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,153600,USD,153600,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA ENGINEER,106800,USD,106800,US,0,US,M,1,1,0,0,0,0,0,3,2,1,68,73,DATA ENGINEER,19
2023,SE,FT,DATA SCIENTIST,156400,USD,156400,US,0,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,SE,FT,ANALYTICS ENGINEER,150000,USD,150000,US,0,US,M,0,0,0,0,0,0,1,3,2,1,68,73,ANALYTICS ENGINEER,2
2023,SE,FT,ANALYTICS ENGINEER,120000,USD,120000,US,0,US,M,0,0,0,0,0,0,1,3,2,1,68,73,ANALYTICS ENGINEER,2
2023,SE,FT,DATA ANALYST,145000,USD,145000,US,100,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA SCIENTIST,260000,USD,260000,US,0,US,M,1,0,1,0,0,0,0,3,2,1,68,73,DATA SCIENTIST,28
2023,EN,FT,DATA ANALYST,30000,USD,30000,IN,50,IN,M,1,1,0,0,1,0,0,0,2,1,37,38,DATA ANALYST,15
2023,MI,FT,RESEARCH SCIENTIST,185000,USD,185000,US,0,US,M,0,0,0,0,0,0,1,2,2,1,68,73,RESEARCH SCIENTIST,50
2023,MI,FT,RESEARCH SCIENTIST,125000,USD,125000,US,0,US,M,0,0,0,0,0,0,1,2,2,1,68,73,RESEARCH SCIENTIST,50
2022,EN,PT,DATA ANALYST,34320,USD,34320,US,100,US,S,1,1,0,0,1,0,0,0,3,2,68,73,DATA ANALYST,15
2023,SE,FT,HEAD OF DATA,70000,EUR,75116,PT,100,PT,L,0,0,0,0,0,0,0,3,2,0,58,61,HEAD OF DATA,33
2022,EX,FT,DATA SCIENCE MANAGER,106000,USD,106000,UZ,0,RU,L,0,0,0,0,0,0,0,1,2,0,60,74,DATA SCIENCE MANAGER,27
2023,SE,FT,DATA ANALYST,175000,USD,175000,US,100,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA ANALYST,122000,USD,122000,US,100,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA ANALYST,93800,USD,93800,US,100,US,M,1,1,0,0,1,0,0,3,2,1,68,73,DATA ANALYST,15
2023,SE,FT,DATA SCIENCE MANAGER,150000,USD,150000,MX,100,MX,M,0,0,0,0,0,0,0,3,2,1,49,52,DATA SCIENCE MANAGER,27
2023,SE,FT,DATA SCIENCE MANAGER,90000,USD,90000,MX,100,MX,M,0,0,0,0,0,0,0,3,2,1,49,52,DATA SCIENCE MANAGER,27
2023,EN,FT,COMPUTER VISION ENGINEER,220000,USD,220000,US,0,US,M,0,0,0,0,0,0,0,0,2,1,68,73,COMPUTER VISION ENGINEER,13
2023,SE,FT,BI DATA ANALYST,67000,EUR,71897,DE,100,DE,M,1,1,0,0,1,0,0,3,2,1,19,20,BI DATA ANALYST,7
